RA(deg),Dec(deg),VTMag,Altitude (deg),Azimuth (deg)
1.28675856,67.84002075,7.41,14.415092743379597,22.666902929165136
1.28858787,30.32911509,7.8,13.048710342546633,61.30011702266267
1.29047896,-62.84527102,8.14,-7.2907163543893345,152.8807038392242
1.29075302,45.22907883,6.71,14.338394470245936,46.019001918804605
1.29143885,-43.85083352,8.73,-2.7932353236223264,134.350231304667
1.29174694,30.33130736,9.37,13.046260706822464,61.29755287217523
1.29232665,2.39731072,8.69,8.378730800581062,89.34508691698254
1.29233645,45.78693438,9.95,14.367001254669528,45.4439311128437
1.29294285,-32.46851165,7.1,0.07005391511666255,123.3302882196024
1.30198518,36.30368114,8.09,13.668615767671078,55.192424887578504
1.30417878,35.57110311,6.88,13.597345787236408,55.94265999061881
1.3119092,3.00739806,9.48,8.486806272638303,88.73778731683532
1.31348863,-27.27160831,9.04,1.3657780638558834,118.29725085379269
1.31357538,-49.14221463,9.3,-4.110069870377036,139.4843025270801
1.32445343,-67.8312267,8.49,-8.37614254487203,157.7927895915896
1.32451324,48.47719511,8.3,14.46948604031388,42.66809031419763
1.32686621,-1.79412136,7.95,7.447199391318388,93.47102169621645
1.33276937,68.8844091,7.08,14.345955003629314,21.59093397120225
1.33296709,-38.85723115,6.93,-1.5743339587173837,129.50423722454317
1.33346262,-21.31530277,8.38,2.8385416928814795,112.52212899632859
1.33394073,-5.70783255,4.61,6.567531607433879,97.31318089432285
2.19229374,-86.1885047,11.01,-11.787925752489995,176.11823335019028
1.33455564,-37.3516811,8.56,-1.196703049803052,128.046469633798
1.33660254,-59.81448691,8.78,-6.63478918539971,149.89981834094095
1.34012165,-56.95562054,7.42,-5.9823108827965985,147.09957968417703
1.3419003,8.7879537,8.26,9.61497652138766,82.99688241080057
1.3422976,-79.25391278,7.71,-10.588402269955845,169.15517460025606
1.34271288,3.60610712,6.91,8.580659316359263,88.13907481790993
1.34473977,-33.49941419,9.16,-0.23265086312838887,124.31665002734064
1.34994786,28.54375172,8.99,12.778778143386132,63.11155673114361
1.35116229,16.32907717,8.63,10.971597502308114,75.45731073473905
1.35565957,21.56940242,9.9,11.807943091892115,70.18024078709429
1.35611944,-3.85159559,7.59,6.963793545399072,95.4869565243429
1.36004465,-14.42209198,7.39,4.500998707390451,105.81868917602442
1.36474708,76.29156292,11.99,13.833151472489295,13.971815712284762
1.36543236,-37.30254152,7.78,-1.208092349280412,127.99272234454163
1.36678819,-42.88738421,7.47,-2.606769801886676,133.40241269767495
1.36762563,-7.66532823,6.97,6.087324835926047,99.22270800731545
1.36813317,-61.22566452,8.82,-6.966869561331768,151.2811021913043
1.36976446,22.22467477,9.13,11.89341520548825,69.51629865244031
1.37106856,34.10565584,7.86,13.396488124353594,57.436558235030276
1.37961808,-9.61729691,7.13,5.622809758814122,101.12849702836338
1.38325838,-35.12972759,9.45,-0.6748053510292085,125.88614649344571
1.38388036,-31.96763926,12.04,0.12218150100320309,122.82625588396084
1.39092668,76.28582649,8.78,13.82744658118634,13.978236512258711
1.395476,53.17169568,7.23,14.566846856741225,37.819457166380815
1.39643718,-47.5693186,9.73,-3.7804163539076705,137.94178207290412
1.39896188,-61.30989474,7.36,-7.000071161961972,151.360502875796
,,8.88,,
1.40103106,-51.26045604,7.36,-4.675480373793078,141.53236484033494
1.40397116,43.40143611,8.47,14.149292209444624,47.89635404557661
1.41191024,-58.28951949,9.37,-6.326143392109306,148.3963807598593
1.41549758,55.7099023,6.99,14.592090187192566,35.19687006146636
1.41782275,45.81245496,8.2,14.280984280962873,45.412865435116274
1.42019898,44.46868671,8.36,14.20345310870866,46.79693578447675
1.42333268,58.31365552,8.22,14.595779877438726,32.50626766893691
1.42473238,13.39628227,5.55,10.390936229684216,78.3835690166404
1.42893454,-29.9606343,9.91,0.5905458412722407,120.87434813627995
1.42927167,-22.50977022,9.67,2.4558473404841323,113.65826863844444
1.43016919,-15.36550173,8.6,4.207691740405342,106.72045998260052
1.43020191,25.61517178,10.07,12.323818003514237,66.07628411291545
1.43360334,-36.77845599,10.15,-1.1290265817232066,127.47170541843678
1.43504635,17.84032678,7.75,11.144822503139988,73.92547882004483
1.4390417,81.07146901,9.21,13.373312538772897,9.07650619944294
1.44169115,-19.66981225,9.66,3.1469628807121226,110.90049444149312
1.44777978,47.08729369,8.47,14.325168253141126,44.09786302767113
1.45705278,-52.82010001,9.37,-5.079988476681084,143.04442788347933
1.46242223,78.73840785,9.44,13.596595942391575,11.464781629088224
1.46256763,-68.55128874,9.99,-8.575272162916173,158.49429504524556
1.46611168,2.76462706,10.38,8.285661146380983,88.94541034505536
1.46861724,-41.7528821,7.51,-2.3979102169795485,132.28375724121113
1.46996926,12.52743978,8.91,10.190925275122275,79.24404116238644
1.47850515,18.23536692,7.45,11.168869754133063,73.52138525428582
1.47853237,-14.4327289,9.57,4.387062946956054,105.80136412610474
1.47971363,-68.81162782,8.99,-8.634583008435076,158.75073846707235
1.48151411,18.07622626,8.58,11.139986198492505,73.68091846748153
1.48628758,24.56904604,6.9,12.127952825560042,67.12902041147524
1.48768965,49.62234797,7.55,14.40715547301379,41.482187554214704
1.4928082,44.73937991,7.93,14.16789232149153,46.51505976971506
1.49565621,-54.64056978,9.71,-5.529604938841803,144.8161445342402
1.50012278,-48.67872936,9.57,-4.1167384061684995,139.00370914897596
1.50054698,-39.13751717,8.55,-1.7705945002086203,129.74307315584431
1.50224247,28.27696051,6.62,12.61219337056785,63.3654890635335
1.50439459,16.45207976,7.89,10.847553845445573,75.30850057035741
1.51336417,24.91664125,7.51,12.152523056528008,66.7734794167599
1.51413834,63.67965857,7.36,14.475163553824718,26.963841308315594
1.51463805,53.27691513,8.66,14.497703574684595,37.70925449641969
1.51738261,-84.09820798,8.51,-11.422195891897674,174.01653463293894
1.51773179,40.41853643,6.65,13.852891601404174,50.95662381906653
1.5216826,-31.44433776,9.67,0.14041067102710048,122.29031961626183
1.53342667,9.71496461,7.8,9.606724194128677,82.03739392041201
1.53351571,0.12143808,8.21,7.660703300374409,91.53952915467225
1.53776681,-29.15139035,7.9,0.7021524250281631,120.06725694334385
1.54746485,87.88938595,8.94,12.577323772787278,2.1272810113992007
1.54892826,-23.53856546,9.82,2.0936519662475312,114.62818568775982
1.55483056,-1.88705095,8.69,7.204544819734625,93.51214855790879
1.55910676,-32.81635348,8.57,-0.23444815684454146,123.61044191170062
1.56378577,-55.49869634,8.89,-5.766588562144648,145.64580307030974
1.56474395,58.43668966,5.98,14.521379750366544,32.37930658688933
1.57000983,-64.24051492,7.92,-7.715245683648263,154.22707024820266
1.57055075,-10.77847003,7.6,5.16810126937594,102.21810896898748
1.57776022,-1.2380176,8.22,7.32380044868874,92.8686148412316
1.5777634,-49.07509405,5.7,-4.2616737544757255,139.3771168513192
1.5787602,-65.83919547,12.17,-8.057129472844595,155.80360368576618
1.58300753,-12.01719883,8.75,4.864241681214132,103.4236141032499
1.58393383,40.89871965,6.93,13.840022945123923,50.459551272448635
1.58409669,60.45712221,7.97,14.500073773602955,30.292360761387545
1.58655035,68.63612309,8.06,14.266369129333182,21.851536738457654
1.59090838,-24.60254997,10.13,1.7921795997363505,115.64981901631502
1.60400514,-18.03825665,7.31,3.3975545268073475,109.27843217722302
1.60817878,42.75275856,8.35,13.957306695302375,48.55333132892351
1.61052855,64.19616859,5.57,14.419345846451169,26.431779916918217
1.61191859,-74.40111182,9.85,-9.767778576595973,164.2955325921061
1.61287384,-16.73761149,9.16,3.7053463749896034,108.01233322145055
1.61464392,-52.93312701,9.03,-5.199018480889771,143.13225017945882
1.61846773,-43.62772225,10.07,-2.9671078025509448,134.07536284292306
1.62196859,27.09013496,9.76,12.352584854501696,64.55654966929656
1.6304798,-21.50128389,9.35,2.5246298349369174,112.63406704660501
1.63200384,5.82530112,10.95,8.750148437171582,85.8819722836104
1.64150277,43.78227474,8.87,14.002174914644186,47.4931074790862
1.64810682,28.55343687,6.68,12.520200488102908,63.06778604517228
1.64849601,-47.58474443,9.69,-3.9491151975650727,137.91548056089036
1.64950882,56.51450029,8.05,14.468683300910687,34.36452865246276
1.65072541,-25.29566618,10.3,1.567380617743119,116.30795335973515
1.65221045,29.02193518,6.07,12.575971611766185,62.59123000676737
1.66031971,33.65427137,8.51,13.110112650683254,57.87170028924387
1.66184341,-36.08467578,7.71,-1.1333234639735952,126.75394546772495
,,7.82,,
1.6650581,-24.62067192,8.56,1.7223812241962257,115.65063214304105
1.66696429,70.16926509,8.26,14.162364119607844,20.273312115092168
1.67070715,65.58769959,11.55,14.353267973412809,24.996554519604395
1.67432667,56.32466451,8.62,14.453197584229244,34.56043745133324
1.6826371,8.65733696,10.92,9.25932245307831,83.06094448059591
1.68869427,-6.26131902,10.51,6.0982829032569095,97.7749087426494
1.69021404,-21.09148372,9.83,2.5715293473146454,112.2227866530639
1.69303391,-13.74868727,9.84,4.348782039881716,105.08536363436622
1.69415329,10.06899229,9.74,9.518476698095645,81.65443656585337
1.6955746,-4.34981191,8.21,6.522466306915162,95.89976390877892
1.69574083,23.49381547,8.72,11.783905272869799,68.1884879146162
1.69675999,-70.58944075,8.03,-9.063745485936971,160.49833483768364
1.69982422,44.61284407,9.0,14.013283004240416,46.63607695479319
1.70843563,-23.10742543,6.19,2.0585065284596893,114.1739270099665
1.70960701,68.16712552,11.79,14.242053604223312,22.33704518508
1.71097517,20.55974087,8.22,11.32475176866936,71.14634341020317
1.71117886,31.13044847,7.93,12.782469904449371,60.4397937166128
1.71380391,-45.86393212,10.18,-3.5772797541443335,136.2311840225811
1.71801703,1.86101143,8.98,7.85024665280119,89.78451355518752
1.71819731,49.38212406,9.13,14.248100923869748,41.723836628787396
1.72206966,-38.87768936,6.91,-1.872808449247771,129.44850366733414
1.72236956,-55.16079775,8.79,-5.776671621745937,145.29445229599602
1.72480379,-3.62572272,8.23,6.655450316718596,95.18268791774038
1.73076217,-30.60851144,12.19,0.17598169405515976,121.43628834005975
1.73226563,-30.6030818,10.24,0.1760813955401173,121.43070778532595
1.73390197,38.20259978,8.83,13.500105130726086,53.21470034591289
1.73459748,-43.98527,7.62,-3.1357026437180706,134.40205566923092
1.74792713,-40.41400635,8.96,-2.27103098893703,130.9333357695453
1.74821471,65.53871712,10.41,14.32273961941575,25.048115725087346
1.74865205,53.97486354,8.97,14.37388589071097,36.985646712747
1.75224377,32.87028504,9.61,12.947747258932562,58.66288944604634
1.75830785,22.84448874,8.29,11.6309926309523,68.83561746181819
1.76013095,5.28802852,8.3,8.516920856163072,86.38821685234673
1.76070652,-18.82075644,8.26,3.062784198269307,110.00226872565959
1.76733158,6.87560716,7.44,8.827999440288382,84.8134445614814
1.77282221,62.39273559,9.52,14.384648902872293,28.294934217329676
1.77548337,85.40485204,8.2,12.86445796316589,4.657398853228198
1.78153664,-15.8500875,8.68,3.7624686548657977,107.11010357749207
1.78247366,-30.56157424,8.65,0.1445529735680686,121.37974895137864
1.78337358,-23.03614091,10.52,2.009280610709772,114.08778797435366
1.78443728,-37.92914178,8.41,-1.6857324301063112,128.5169050785011
1.78467109,14.82374977,9.18,10.300536055087388,76.8926252825352
1.78773802,72.77522493,8.42,13.97598633211445,17.593278124522463
1.79242036,34.85379559,8.86,13.128537642808206,56.635095075980935
1.79591904,46.75702172,7.92,14.070824614639562,44.42556095141519
1.79749147,65.65378903,10.97,14.298915903553995,24.93004498091937
1.80243855,6.20432213,8.85,8.660086910911756,85.4719554696086
1.80277966,-60.07079486,9.31,-6.919462852457303,150.09910021131253
1.80323898,-22.02767673,10.28,2.239613236138066,113.10518384334598
1.80537479,-76.73091557,7.56,-10.238153042054183,166.6129995220033
1.80711473,73.21031615,7.88,13.943242248485827,17.14616866851419
1.81025436,20.55571109,7.99,11.232318600480614,71.13550693600236
1.81427471,-41.88961116,8.23,-2.6812260258546137,132.35290775107356
1.81932153,-27.39777661,8.52,0.8991785900551448,118.30711374926169
1.82562487,20.96559758,9.14,11.282380665934229,70.72045944516704
1.82613856,-17.38703103,6.2,3.3503537242907124,108.59416695030484
1.82662524,7.70357212,7.64,8.933696291047445,83.9801886939575
1.8312275,1.66508782,8.95,7.698334955420454,89.9537279298198
1.84185174,-56.83685592,7.48,-6.222024843059243,146.92045981753
1.84336535,-25.35632439,7.06,1.3836643925622263,116.32357462703368
1.84365756,26.45088655,7.33,12.070250980092577,65.17729518279907
1.84541576,-11.03336416,8.98,4.845959323755968,102.4032867503207
1.846808,-11.61292585,8.24,4.70865074610666,102.96828599529243
1.85529015,-40.47958534,8.53,-2.3663269672021054,130.9768880295087
1.85792694,-77.49416581,8.4,-10.383137193271878,167.37471114058118
1.86689616,-56.01154749,7.48,-6.049702032911245,146.10861549644304
1.87192965,17.30273637,8.46,10.644630619631693,74.39464997902562
1.88011435,35.74574814,9.29,13.148961098496866,55.71647066647337
1.88037933,24.32121026,8.57,11.737434735934313,67.327268587339
1.88473813,-23.8189432,8.7,1.7263622921720234,114.8239278884901
1.88664549,32.0087787,8.5,12.73690780412925,59.52748012115676
1.89458828,-60.64172798,8.37,-7.088075502892793,150.65053880925896
1.89656955,31.66904954,6.87,12.688815152753373,59.872343268275365
1.90242019,-62.31507712,7.5,-7.450877838934134,152.29724299886217
1.90322981,-86.03877612,7.39,-11.747388412127494,175.9696550672428
1.90586322,-45.11929768,8.19,-3.528417470133802,135.4746416899036
1.90590207,52.7729898,7.56,14.249758173168953,38.22318405917979
1.9059326,53.52653764,8.37,14.270342636978459,37.445964839800695
1.90698995,40.07851976,7.39,13.529230414894764,51.28066518941456
1.90808924,40.14799609,6.73,13.534208018996711,51.20938400439094
1.91294578,-66.89539355,8.66,-8.405609082204643,156.82003137753387
1.91669898,1.09425779,8.25,7.494002616482324,90.49829543762716
1.91744231,-7.92129475,8.47,5.498357369538362,99.34721597845592
1.91877912,39.03491283,8.01,13.430346989548356,52.3490419673823
1.92048929,-65.93227482,6.83,-8.2129774244301,155.86640449021786
1.92073631,-56.24955098,9.06,-6.132515354289056,146.33502034178736
1.92754108,-46.54467295,8.79,-3.884380553748441,136.85775396895752
1.92958594,37.18548226,7.44,13.251434975531856,54.2408601181304
1.93373158,-2.54868621,6.43,6.690022248325536,94.07874349085145
1.94523194,-22.50847542,5.93,1.9942733196753921,113.53932130798209
1.94918183,-5.48598739,8.85,6.021248365674929,96.9565233521564
1.95053905,21.74565092,9.86,11.288480107524355,69.91627041265473
1.9516436,-11.12904586,8.55,4.722214087709317,102.47214017886097
1.96245593,38.72179052,7.66,13.368557186866623,52.66652464604746
1.96614972,55.57701937,7.82,14.279609802848979,35.329847052866384
1.97130707,-4.85488887,9.08,6.141548014761146,96.33312316080703
1.97791396,-42.15385091,10.1,-2.8634081362703716,132.57989278006397
1.97877242,-51.25786512,8.21,-5.026222517109862,141.4443535501808
1.99660033,-14.22671354,8.85,3.948903950960364,105.48053896008646
1.99715281,-78.21097486,7.79,-10.534533871417537,168.08777706144753
1.99726573,-18.68470818,7.58,2.8785210580796288,109.81566820449817
2.00105125,-7.5447734,7.85,5.50391526402615,98.95996055857817
2.00147404,-78.59876143,7.18,-10.60054008444991,168.47648154210117
2.00316528,29.83750636,7.54,12.37519949076131,61.72323653065117
2.00331222,-39.61207474,9.72,-2.264249834555126,130.10732023040367
2.00721943,31.39121911,7.12,12.562208169676751,60.143577423660346
2.00786726,-30.03169007,9.77,0.08729552268780001,120.81819751469155
2.00852236,-45.38213796,8.84,-3.6615524562725463,135.7129668873225
2.01465535,-33.52933371,5.67,-0.7809632159605087,124.20627206413545
2.01924689,53.79639636,8.15,14.210199865044684,37.165850870863764
2.02090072,-29.41637426,9.61,0.2281319054520239,120.21913917915225
2.02420888,4.9273342,8.19,8.186170885499026,86.69122229006078
2.0398659,31.37900363,7.27,12.533075917251951,60.152580619110196
2.0416806,71.1594885,8.51,13.987761335706386,19.260309091405674
2.04884213,-59.06308248,8.36,-6.821222501433649,149.081216987543
2.04976404,-38.28106844,10.0,-1.9745403450682546,128.80690428787753
2.04986865,-70.05583226,8.74,-9.077006637921334,159.94490849007101
2.05038298,-2.44769895,6.18,6.598514674369904,93.95378906809857
2.05484372,-43.64669264,10.26,-3.2780767463976748,134.0170786276411
2.05676952,-49.7218363,10.16,-4.717475563570705,139.93347763185633
2.05695057,29.73233165,8.31,12.315646562731324,61.82402413384209
2.06109217,42.22343513,8.58,13.585637564834752,49.07181034507969
2.06820906,-14.82446576,7.04,3.73940788696947,106.04589542024225
2.07061029,34.49526635,8.81,12.86300024258207,56.976048287116036
2.07313617,-8.82402541,5.99,5.140971827975743,100.19398492714518
2.07755792,-32.70083924,8.22,-0.6280820392005376,123.39028445985362
2.08770637,-42.94365592,9.86,-3.13245002381284,133.32783341968545
2.09220806,3.44072762,8.0,7.8145806339074255,88.14634712918385
2.09403593,21.92431268,9.4,11.184445367571842,69.71534677934517
2.09641108,-19.22409603,9.1,2.657028163546543,110.31689686456879
2.09653333,29.09082805,2.07,12.19952100463728,62.47060124211166
2.10111748,50.24535175,8.11,14.037586325591642,40.82368459206144
2.10343088,-57.19508646,8.89,-6.440532848555499,147.23997262404328
2.1054674,-51.40075918,9.43,-5.136238069755056,141.56557560247265
2.10705914,6.6168073,7.59,8.445898632345921,85.00209434027447
2.10850712,41.95798984,8.72,13.530004966990301,49.341241357631326
2.11027964,-44.27363457,9.86,-3.466909882717462,134.6172418188122
2.1120568,-53.44318788,9.23,-5.606561117811673,143.5617820694691
2.11287951,-30.06855565,9.5,-0.009877196161024514,120.83153429830438
2.11390101,17.42445447,10.73,10.43754783420281,74.23297509783055
2.11513383,-24.09375148,7.59,1.45482849795,115.03873749528341
2.11827092,34.93452295,7.41,12.871281256876179,56.523773548619666
2.12406316,-66.51414469,9.26,-8.410844838626092,156.42556223123412
2.12551099,52.33640337,7.78,14.102554720359999,38.668925985225286
2.12860271,-6.7921591,7.76,5.552117760584995,98.19477777826513
2.1302586,20.26736526,8.94,10.890435033018482,71.37705494421459
2.13130944,11.17153688,8.95,9.304413659994639,80.47481171612185
2.13694986,63.20404897,6.41,14.206151305804713,27.460333332652585
2.13953227,-17.57804019,6.11,3.014220495751135,108.70764986529835
2.14711178,53.25410868,7.76,14.118952978363978,37.722717841101264
2.1615853,-74.23842588,7.38,-9.884179593849844,164.10571402027983
2.17092314,36.62742794,6.21,13.004510075633414,54.79161820881139
2.17953436,-2.22257211,7.05,6.521961451361046,93.70422613004853
2.18307102,74.21471191,7.44,13.775694513548304,16.120363424161685
2.18732032,-52.32795054,8.5,-5.397519844873278,142.46035412101944
2.19110187,14.14205698,7.84,9.79222243799679,77.50293440637189
2.19243127,-34.79438791,7.88,-1.2339495111850627,125.3966835542604
2.19477287,-66.75946527,9.1,-8.48708713860332,156.66297856641438
2.1951331,-36.74408179,8.65,-1.7116341422829213,127.28748124262921
2.1974024,86.78789828,8.41,12.679456594943604,3.2516600298801435
2.20171313,-47.06066168,7.81,-4.1887888735240235,137.31580314949997
2.20309454,8.02174864,7.43,8.630447366301222,83.59047397168158
2.20465275,-7.89705908,8.76,5.226996374302926,99.25810438704174
2.20791519,40.84104758,7.58,13.365063988637399,50.47965917039447
2.20792389,-60.26452754,9.55,-7.158056541198589,150.24586773607712
2.2083263,40.49456869,6.82,13.335401744323564,50.83445196034154
2.21598889,-25.54780455,10.24,1.010483480989778,116.42650412481049
2.21695394,25.46285169,6.24,11.599617551889711,66.12882887929844
2.21766632,0.69244524,7.31,7.11450527251423,90.82958019240225
2.22041567,-42.91821148,10.52,-3.220686720871694,133.2797807723841
2.22083743,-35.81902966,9.27,-1.5064269662752574,126.38493216619827
2.22356284,-22.17950257,7.13,1.8249079011653382,113.15728057560334
2.23047849,-26.22362939,9.14,0.8326280413249687,117.07868606953463
2.23568502,12.804472,8.48,9.506979443224436,78.82919856691777
2.23740813,66.45664771,8.57,14.097717068345839,24.107423038149253
2.24674499,-21.20630061,7.21,2.0401826975697177,112.20745026215839
2.24799593,34.36795586,9.05,12.70366105230773,57.0894212457069
2.24830416,-39.73711336,7.72,-2.4774962241543195,130.18296523763695
2.24977114,49.85810859,8.03,13.924966879560634,41.21796922861648
2.25065511,28.24755645,6.47,11.954806755587878,63.30734218720184
2.2597423,18.21202529,5.57,10.433200787554263,73.41984140051686
2.25978189,-54.00196301,6.32,-5.817581462939679,144.089097625877
2.26106347,-35.09184956,7.78,-1.3610672523525869,125.67149049288533
2.26145881,27.65123946,11.65,11.865150066866132,63.90991972977185
2.26154948,9.84996128,8.58,8.928155905245516,81.76439948034776
2.26186026,-24.33505454,10.37,1.2661489374619737,115.24010655978098
2.26322766,22.66426725,9.23,11.143494962461856,68.9455736439755
2.26412852,-59.28059246,9.2,-6.97585323363384,149.2711811818319
2.26490408,40.84327725,6.93,13.322292808350278,50.47364005230598
2.266269,-27.12235235,11.73,0.5819195559342745,117.94234383964027
2.26631833,-28.33000796,9.32,0.2866212203059596,119.11331171232152
2.26793216,19.92463831,7.11,10.707631877780617,71.70019676336568
2.27351039,-36.65060208,9.79,-1.7498641737967437,127.1814854361592
2.27673999,-50.60776281,8.21,-5.059183821285633,140.76588634178808
2.27906762,-50.013628,8.42,-4.924375244703553,140.18507432573347
2.28568036,-50.16678657,7.05,-4.963668693377583,140.33371222919473
2.28833154,-38.28947361,9.26,-2.1582239560262293,128.76954837081593
2.29204036,59.15021814,2.28,14.146380021375995,31.641858209918592
2.29237517,44.72184555,8.77,13.599906364305877,46.495651373710615
2.29606736,21.05936782,9.25,10.863448031519761,70.5557144254431
2.29783513,-31.47728797,9.3,-0.5091519275039499,122.15831394211872
2.29831313,44.72276734,10.63,13.595760796516267,46.49440631746379
2.30375144,42.25439291,9.9,13.408944653770536,49.02567310541782
2.30406964,-0.75219804,9.89,6.72017688478334,92.23220353380792
2.31118231,32.47666637,9.33,12.435146641138891,59.00826743260304
2.31514306,25.28231728,7.78,11.485876512404841,66.29815999502088
2.31906353,65.07079864,7.02,14.095892403195881,25.536745168310887
2.32522728,-37.38291472,11.26,-1.9673467265453843,127.88230606398807
2.32739226,-59.06036312,8.89,-6.960473687360537,149.04746889142797
2.32966922,-41.88642543,9.6,-3.052775879498132,132.25708008266747
2.33100682,17.53423872,7.07,10.252073762995364,74.08731856060372
2.33262025,79.71464113,6.01,13.349641505041564,10.479271408684326
2.3375862,-27.9879039,5.42,0.3092547047697818,118.76623551422887
2.34694824,-41.04420522,9.11,-2.864244159299341,131.43507963158726
2.34695373,58.66590161,8.24,14.114202511976966,32.14104537918962
2.34949364,14.41766587,8.97,9.690622333485164,77.19991202786856
2.35224949,-45.74698836,3.88,-3.9816715617526195,136.01116814389056
2.35250184,0.07209314,8.59,6.850220338893393,91.41107586050543
2.36489397,46.38790478,7.17,13.658814073522167,44.78159044762744
2.36659201,19.11569982,7.94,10.483599132683471,72.49659612583278
2.36674758,1.24402533,7.27,7.0860690211664465,90.25453349491183
2.36753959,-12.03518146,9.59,4.1142406414131205,103.26020558438671
2.3767445,-10.18755017,7.94,4.5349251801697905,101.45602378623333
2.377913,-34.11077214,8.52,-1.2157838402270076,124.6962792936083
2.37919673,19.55922468,7.59,10.544791099819768,72.04965808864083
2.38423018,-40.64947224,9.17,-2.797287990431892,131.04459029294583
2.39204187,-66.02972893,8.08,-8.420546318915509,155.92400876801113
2.39552418,-46.37507382,9.8,-4.157655053658067,136.61633453941184
2.3967474,-21.38186598,8.92,1.8621089725549729,112.34406285640128
2.40120624,-51.73705907,9.91,-5.39182187103432,141.852354406157
2.40151993,62.66781255,9.42,14.09146134435666,28.014637125115055
2.40182077,26.68206689,8.84,11.60785361130981,64.87273517332484
2.40219061,51.56692488,10.15,13.903279203371563,39.45482187406987
2.41376549,-56.19178561,8.37,-6.387059409893383,146.21736265867256
2.41558741,-32.07892872,9.33,-0.7527961860570969,122.7174465794943
2.421914,57.25958655,9.35,14.056166481473076,33.590314068477916
2.42218904,-63.58967752,7.4,-7.946510561024802,153.50589922270686
2.42337039,-37.31481117,8.35,-2.0266201479868404,127.79733873718878
2.43155816,-31.82493921,9.53,-0.7042253734851152,122.4677694990665
2.43212812,-3.67851928,9.59,5.955453804203578,95.07702698705748
2.44298188,36.47378127,10.05,12.771380011568027,54.92545760846426
2.45189211,-40.8926432,8.57,-2.905041276082166,131.2687889227225
2.45190918,19.38130034,8.48,10.44794995600028,72.21669960591831
2.45274609,-6.84116094,8.43,5.227549499214057,98.16943768902027
2.45821543,53.5266575,8.45,13.942183729292593,37.43584718641482
2.45885362,-33.78868219,8.84,-1.2028210892120257,124.36746475129176
2.46414999,61.51404444,11.18,14.067164415742004,29.20427614617122
2.46506329,8.45319673,8.64,8.460700241765808,83.11130216696553
2.46570707,11.41627112,8.42,9.028279164674313,80.1689665952249
2.46706528,-62.29683686,6.34,-7.703705047909965,152.22402657132838
2.46840823,51.42303822,7.93,13.856070532840956,39.60113082351118
2.46856966,12.7108424,8.36,9.266507438131942,78.88014663956675
2.47045485,-50.26778193,8.32,-5.101821714467781,140.40533498934678
2.4791263,4.83249243,7.77,7.723102872056153,86.69167081267942
2.47924356,-2.5612296,6.84,6.15561270200151,93.97067698748306
2.48490475,-78.5905409,8.78,-10.693507522919571,168.4523437927728
2.48641063,-44.66648659,7.19,-3.8205615101129022,134.9361385195341
2.48796018,4.16612269,8.5,7.577915766027129,87.34790956530824
2.48945297,8.57704143,8.82,8.461246438826636,82.98374726770251
2.48996359,43.43841927,9.04,13.3650493635261,47.80134674104515
2.49206123,-65.35709708,7.93,-8.328571429973236,155.2492624204868
2.49611767,-25.87473632,7.66,0.6861091432121119,116.682170889796
2.50217025,-28.48237046,10.07,0.04831065218636944,119.21053936527109
2.5068334,44.10967471,9.03,13.403406927404315,47.11236574070046
2.50910252,11.14580908,5.54,8.935554019606078,80.42976593607455
2.50945435,-82.22399743,5.29,-11.253876871156887,172.1090797817367
2.51101423,-63.29667598,8.13,-7.926282038354152,153.20807348584637
2.51326491,46.39035323,7.51,13.55683728099377,44.77237747746604
2.51334416,-77.48041239,9.08,-10.520810008767775,167.33669824002573
2.51367088,-8.97418208,7.1,4.682903190353708,100.24028987221259
2.5183958,-79.00183917,7.88,-10.765052481582549,168.86461354036894
2.51916096,86.02305546,9.4,12.741918913704072,4.033395595022331
2.5198354,33.53943767,9.06,12.38583648593273,57.90658778530716
2.52181595,84.15197251,8.38,12.928639814593307,5.942918928044747
2.52192137,38.41489409,10.65,12.904322102906365,52.93822386186348
2.52286733,25.19788575,7.77,11.287717295085175,66.35553532647145
2.52776652,50.8068353,8.5,13.791542147736445,40.233393939607545
2.52801043,47.3068396,8.61,13.60424172086508,43.83073363006054
2.52808509,-28.33779222,10.05,0.06126651034795156,119.06475721528157
2.53029756,39.64894107,8.71,13.014810906377887,51.67699719619848
2.53282312,-15.17703288,9.37,3.219848812231366,106.28241650906017
2.53330673,-78.3006603,6.97,-10.656891147819811,168.15956719893362
2.53868415,-49.14331204,8.56,-4.889188717225052,139.29611629711314
2.54226103,-33.28094424,9.34,-1.1474822772731847,123.85790486697113
2.54331677,-19.98355516,9.47,2.0655189237456955,110.95309786551493
2.54377402,64.64672491,8.11,14.007421241337372,25.97546828456838
2.55428058,25.52675303,8.91,11.307532945790905,66.019535945217
2.55874804,60.0260491,7.83,14.017061407620359,30.737997921859126
2.56783172,50.88488337,8.95,13.769871527747142,40.151916358483504
2.56856497,52.25514295,7.2,13.82875535218172,38.74222603672022
2.57458042,-70.83688393,9.37,-9.395112008876264,160.6891463968689
2.57853868,-5.24851713,5.84,5.463942363829699,96.58263898384256
2.58017518,46.07227117,5.01,13.489780610000995,45.095701203885476
2.58572192,-22.76918457,9.81,1.357534683557356,113.64862696762091
2.58674385,18.65036403,9.27,10.200787506004186,72.92778672666165
2.58889481,-48.14358093,9.5,-4.693485101151692,138.31177886527536
